标题,小区,房厅,面积,朝向,楼层,年份,位置,总价(万),单价(元/平方米)
小区绿化好，健身娱乐设施齐.满5年不一，全明户型房主自荐,顺馨佳园   ,2室1厅,86.74平米,南,6,2009, 川沙 ,556,64100
此房小区中间位置 采光好且安静 户型方正 全明房主自荐,兰花小区   ,2室1厅,73.25平米,南,6,1994, 花木 ,560,76451
次新小区，双南户型，精装交付，得房率高房主自荐,阳光城丽景湾PLUS   ,2室2厅,88.76平米,南,18,2015, 康桥 ,635,71542
房龄新精装南北通楼层好视野宽阔房主自荐,保利·首创丨颂   ,3室2厅,88.81平米,南 北,8,2020, 康桥 ,727,81861
此房户型正气，精装修，2012年次新房龄，顶楼带阁楼房主自荐,明天华城   ,3室1厅,74.03平米,南 北,6,2011, 周浦 ,530,71593
金色中环+万科品质房龄新+楼层好视野佳+诚意出售房主自荐,万科金色里程(公寓)   ,3室1厅,88.97平米,南,18,2010, 杨思前滩 ,795,89356
浦城小区 2室2厅 南 北,浦城小区   ,2室2厅,72.68平米,南 北,6,1993, 陆家嘴 ,638,87783
新杨思+金色中环+万科品质+明珠c+,万科金色里程(公寓)   ,3室1厅,89.57平米,南,18,2009, 杨思前滩 ,795,88758
万科物业+金色中环+开发商装修+双南户型+诚意出售,万科新里程   ,2室1厅,89.35平米,南,11,2007, 杨思前滩 ,720,80582
张江南+2号线唐镇站+高层带阁楼,保利金色唐城   ,2室1厅,81.9平米,南,4,2008, 唐镇 ,575,70208
桃李家园 双南两房视野采光无遮挡临前滩近商场近地铁,桃李家园   ,2室1厅,73.92平米,南,6,1998, 杨思前滩 ,500,67641
万科稀有产品。中间位置，带地下室+带花园30平,万科金色雅筑   ,3室2厅,86.92平米,南 北,10,2008, 三林 ,799,91924
满五少税，位置好，户型方正，采光佳，视野好，随时看房主自荐,金泽苑   ,2室2厅,89.14平米,南 北,6,1999, 金桥 ,579,64955
内环临江南北通满五高得房低总价,雍江星座香园   ,2室2厅,72.17平米,南,5,2002, 塘桥 ,698,96717
张江东+次新房+位置楼层视野好+有车位,浦发罗兰翡丽   ,3室1厅,87.75平米,南 北,18,2017, 唐镇 ,800,91169
20平小院惬意生活，车位充足，一楼垫高不怕潮。,文化馨苑   ,2室1厅,81.69平米,南,6,2004, 北蔡 ,560,68552
精装修带50多平米大阁楼+8号线682米+近前滩+金色中环房主自荐,世华锦城   ,2室2厅,79.81平米,南 北,6,2008, 杨思前滩 ,608,76181
急售+看房方便+有钥匙+景观楼层+满五年税少房主自荐,保利金爵公寓   ,2室2厅,86.45平米,南,11,2009, 唐镇 ,558,64546
万科稀有产品。中间位置，带地下室+带花园30平,万科金色雅筑   ,3室2厅,86.92平米,南 北,10,2008, 三林 ,799,91924
世博商品房，03年的小区，精装修,博爱家园   ,1室2厅,70.39平米,东 南,6,2001, 世博 ,508,72170
电梯阁楼带露台+位置好+得房率高+随时看房。,绿地康桥新苑   ,2室2厅,89.65平米,南 北,14,2004, 康桥 ,560,62466
三林前滩，满五无个税，中环旁，6/11双地铁,金橘新苑（北区）   ,2室1厅,81.48平米,南 北,11,2006, 三林 ,590,72411
楼层好，视野好，采光充足，配套齐全，品质小区,浦发御园   ,2室1厅,70.02平米,西,12,2013, 三林 ,630,89975
满五年+无个税+南北通透+采光无遮挡+双轨交,大华锦绣华城(十二街区)   ,2室2厅,89.88平米,南 北,6,2007, 北蔡 ,717,79774
此房满五年 精装修  很少入住保养好 厨房间基本全新,浦发御园   ,2室2厅,78.67平米,南,12,2013, 三林 ,660,83895
户型方正+带大院子+昌邑+税费干净+采光好,大华锦绣华城(十街区)   ,2室2厅,83.16平米,南,14,2005, 北蔡 ,628,75518
大华锦绣华城(十五街区) 2室1厅 南,大华锦绣华城(十五街区)   ,2室1厅,73.71平米,南,18,2013, 北蔡 ,780,105821
电梯高层，阳光充足，精装修，视野开阔，满五年wei一,万科金色雅筑   ,3室1厅,89.58平米,南,11,2008, 三林 ,770,85957
一梯两户，满五税少，精装修拎包入住，中间楼层急售房主自荐,东盛公寓   ,3室2厅,80.83平米,南,7,1998, 世博 ,560,69282
10年小区~地铁口~一梯两户业主诚售~阁楼已做,博学家园   ,2室2厅,70.83平米,南,6,2010, 杨思前滩 ,530,74828
新上！双南大两房，电梯高区景观楼层，位置好视野佳,红莲小区   ,2室2厅,88.08平米,南,25,1998, 世博 ,540,61308
18号线康桥站 万科物业 婚房装修 户型正 通透 配套好,中邦城市园   ,2室2厅,82.48平米,南,26,2014, 康桥 ,570,69108
新出中区位置！一梯两户，看房全天方便，税费少！！！,大华锦绣华城(一街区)   ,2室1厅,70.95平米,南,6,2008, 北蔡 ,600,84567
满五 楼层好 采光好 精装可直接拎包入住,茂兴大厦   ,2室2厅,89.39平米,东 南,24,1996, 塘桥 ,530,59291
急售+看房方便+有钥匙+景观楼层+满五年税少房主自荐,保利金爵公寓   ,2室2厅,86.45平米,南,11,2009, 唐镇 ,558,64546
绿地康桥新苑 2室2厅 南,绿地康桥新苑   ,2室2厅,87.26平米,南,13,2007, 康桥 ,510,58447
您确定不来看万科稀有洋房吗？ 中间位置 中间楼层 。新上,万科金色雅筑   ,3室2厅,89.91平米,南,5,2008, 三林 ,800,88978
前滩商务区，精品商品房，满五年V一税少，采光刺眼房主自荐,恒大华城上河苑   ,2室2厅,88.09平米,南,6,2001, 杨思前滩 ,680,77194
满五年，近地铁，靠前滩太古里，前滩公园，交通方便。房主自荐,恒大华城天地苑   ,2室2厅,89.72平米,南 北,6,2002, 杨思前滩 ,680,75792
花园洋房+一梯一户+中间楼层+精装自住的装修，保养好,保利·首创丨颂   ,3室2厅,88.64平米,南,8,2020, 康桥 ,725,81792
小区位置好，全明双南户型，好楼层，精装修拎包入住,光辉小区   ,2室1厅,72.51平米,南,5,1992, 梅园 ,750,103435
前滩板块，2007年小区，中环内2房，地铁8号线。,世华锦城   ,2室1厅,81.15平米,南 北,18,2008, 杨思前滩 ,630,77635
张江东+2号线唐镇站+保利商品房+顶楼带阁楼,保利金色唐城   ,2室1厅,80.39平米,南,6,2008, 唐镇 ,525,65307
店长推荐，商品房，一梯两户，进北，诚意出售,民生家园   ,2室2厅,84.96平米,南,6,1997, 梅园 ,630,74153
7号线地铁口 配套成熟 中间楼层户型方正 精装修房主自荐,锦博苑   ,2室1厅,79.71平米,南,6,2007, 北蔡 ,625,78410
电梯中区，精装修，满五年，诚意出售，看房方便房主自荐,大华锦绣华城(十街区)   ,2室2厅,87.25平米,南,14,2005, 北蔡 ,720,82522
小区环境优美，人车分流，品质小区。生活配套齐,金地湾流域（二期569弄）   ,2室2厅,89.18平米,南,14,2009, 三林 ,798,89482
全南2卫，精装高区，不靠高架，使用面积>产证面积,保利林语溪(公寓)   ,2室1厅,89.79平米,南,18,2011, 三林 ,530,59027
次新商品房，值得你关注！川中九年，精装好楼层，通透,东方城市绿洲   ,2室2厅,89.11平米,南 北,13,2010, 川沙 ,525,58916
杨思前滩*万科金色里程品质社区，明珠可用，中间排，,万科金色里程(公寓)   ,3室2厅,88.97平米,南,18,2010, 杨思前滩 ,795,89356
侘寂风精装70万丨奢阔横厅丨一梯一户丨高层通透采光好房主自荐,保利·首创丨颂   ,2室2厅,89.09平米,南,8,2020, 康桥 ,738,82838
次新小区人车分流，环境优美，视野采光好，业主急售,陆家嘴锦绣观澜   ,2室1厅,82.42平米,南,17,2022, 川沙 ,659,79957
三地铁，近前滩，零个税增值税低，精装修，带固定车位房主自荐,海阳新村   ,2室2厅,89.95平米,南,6,2002, 杨思前滩 ,533,59256
2010年国企建造+双地铁+板式全明精装两房+交易税费低房主自荐,东旺名苑   ,2室2厅,77.11平米,南,6,2010, 杨思前滩 ,610,79108
08年小区  电梯中间楼层  小区花园位置,东方悦居   ,2室1厅,70.99平米,南,11,2008, 杨思前滩 ,550,77476
前滩商品板式两房，地铁三轨，得房率高房主自荐,恒大华城东林苑   ,2室1厅,74.36平米,南 北,5,2002, 杨思前滩 ,535,71948
顶楼带阁楼+婚房装修40万+近地铁+视野好+18号线+满五新上,绿地康桥新苑   ,4室3厅,77.75平米,南 北,6,2004, 康桥 ,500,64309
地铁口大两房，户型方正，全明户型，阳台视野很好,东昌大楼   ,2室1厅,71.36平米,东,13,1990, 陆家嘴 ,610,85483
格局好小区环境好恒大开发适宜刚需客户,恒大华城长清苑   ,2室1厅,82.29平米,南,6,1999, 杨思前滩 ,599,72792
滨江一线！100米，业主诚意出售！钥匙房随时可看！,微山三村   ,2室2厅,75.9平米,南,6,1995, 塘桥 ,685,90251
满五，前滩南，金色中环，附25平，位置好，楼层好房主自荐,保利林语溪(公寓)   ,3室2厅,89.09平米,南 北,18,2011, 三林 ,680,76328
大三房 全明户型 看房有钥匙 业主诚售,陈家门小区   ,3室1厅,77.14平米,南 北,6,1988, 梅园 ,720,93337
前滩商品房 洋房带露台 精装修 近地铁，临商场,万科金色雅筑   ,2室2厅,70.84平米,南,5,2008, 三林 ,680,95991
新出尼德兰花园精装修40多万，领包入住，省心省事！急房主自荐,尼德兰花园(二期)   ,2室2厅,88.07平米,南,13,2016, 外高桥 ,545,61883
近前滩+新杨思+万科品质+诚意卖+价格可以谈+看房方便,万科新里程   ,1室1厅,72.01平米,南,14,2007, 杨思前滩 ,688,95543
房子是二手买入，满五年税费少，装修保养好，拎包入住房主自荐,吉云公寓   ,2室2厅,77.62平米,南,6,1995, 联洋 ,709,91343
唐镇板块总高八层花园洋房，南北户型，采光好，边套,金融家   ,2室2厅,87.85平米,南 北,8,2017, 唐镇 ,560,63746
户型不满意你打我，高层三开间朝南，阳光充足，急售！,恒大小区   ,3室1厅,83.06平米,南,6,1995, 世博 ,500,60198
一梯两户，双南全明客厅带窗户型，近地铁，视野开阔。,锦南花苑   ,2室1厅,86.31平米,南,6,1995, 塘桥 ,568,65810
福山小区 2室1厅 东南,福山小区   ,2室1厅,72.26平米,东南,18,1994, 梅园 ,560,77498
次新房，满五年，税费低，精装修，业主自住保养很好,尼德兰花园(二期)   ,2室1厅,88.07平米,南,13,2016, 外高桥 ,550,62451
7-13长清站300米，99年商品房，全明好户型,新世纪花苑(二期)(浦东)   ,2室2厅,74.81平米,南 北,6,1999, 世博 ,536,71649
后滩品质小区，低楼层好房，有缘来看房,新世纪花苑(三期)(浦东)   ,2室1厅,77.74平米,南,6,2002, 世博 ,585,75251
09年商品房+顶楼阁楼+新古典咖主义啡色外立面+急售,吉利名苑   ,2室1厅,80.13平米,南,6,2009, 杨思前滩 ,690,86111
明珠万科新里程二期 双南户型 位置好 满五韦一 税少,万科新里程   ,2室2厅,89.35平米,南 北,11,2007, 杨思前滩 ,753,84276
满五  无抵押无贷款无户口 业主出国诚意出售,荣成大厦   ,2室1厅,81.42平米,南,28,1997, 梅园 ,700,85974
陆家嘴后花园咫尺7号线地铁口税费各付,大华锦绣华城(一街区)   ,2室1厅,78.39平米,南,18,2008, 北蔡 ,608,77561
福外+建平+世纪大道地铁2469号线+精装修3房,市政大楼   ,3室1厅,86.23平米,南,18,1991, 梅园 ,736,85354
小三房 带窗户 满五年 楼层好，视野宽阔，采光充足。,毕加索小镇(二期)(公寓)   ,3室1厅,89.17平米,南,11,2011, 唐镇 ,645,72334
张江东，二号线，唐镇国际化社区，低密度高品质房源房主自荐,毕加索小镇(二期)(公寓)   ,2室1厅,89.53平米,南 北,13,2011, 唐镇 ,640,71485
02年次新小区 3房复式带2个大露台，楼上楼下双卫,莲宏苑   ,3室2厅,87.02平米,南,6,2002, 北蔡 ,630,72398
精装修带50多平米大阁楼+8号线682米+近前滩+金色中环房主自荐,世华锦城   ,2室2厅,79.81平米,南 北,6,2008, 杨思前滩 ,608,76181
中环内+小区中间位置+2009年标杆社区+近地铁6号线,吉利名苑   ,2室1厅,76.86平米,南,6,2009, 杨思前滩 ,720,93677
小区蕞递价  黄晶楼层，视野好中间景观位置，诚意出售,保利金爵公寓   ,2室2厅,87.02平米,南,14,2009, 唐镇 ,545,62630
绿地阳光两房业主诚意出售看房提前联系无个税,绿地崴廉公寓   ,2室2厅,89.24平米,南,16,2009, 高行 ,570,63873
桃李家园 双南两房视野采光无遮挡临前滩近商场近地铁,桃李家园   ,2室1厅,73.92平米,南,6,1998, 杨思前滩 ,500,67641
永泰花苑+紧靠地铁，中间位置+精装+拎包入住+看房随时,永泰花苑   ,2室2厅,83.39平米,南,18,2005, 三林 ,505,60559
电梯中区，精装修，满五年，诚意出售，看房方便房主自荐,大华锦绣华城(十街区)   ,2室2厅,87.25平米,南,14,2005, 北蔡 ,720,82522
7号线地铁口 配套成熟 中间楼层户型方正 精装修房主自荐,锦博苑   ,2室1厅,79.71平米,南,6,2007, 北蔡 ,625,78410
后滩品质小区，低楼层好房，有缘来看房,新世纪花苑(三期)(浦东)   ,2室1厅,77.74平米,南,6,2002, 世博 ,585,75251
7-13长清站300米，99年商品房，全明好户型,新世纪花苑(二期)(浦东)   ,2室2厅,74.81平米,南 北,6,1999, 世博 ,536,71649
陆家嘴后花园咫尺7号线地铁口税费各付,大华锦绣华城(一街区)   ,2室1厅,78.39平米,南,18,2008, 北蔡 ,608,77561
新杨思+金色中环+万科品质+明珠c+,万科金色里程(公寓)   ,3室1厅,89.57平米,南,18,2009, 杨思前滩 ,795,88758
浦城小区 2室2厅 南 北,浦城小区   ,2室2厅,72.68平米,南 北,6,1993, 陆家嘴 ,638,87783
满五少税，位置好，户型方正，采光佳，视野好，随时看房主自荐,金泽苑   ,2室2厅,89.14平米,南 北,6,1999, 金桥 ,579,64955
20平小院惬意生活，车位充足，一楼垫高不怕潮。,文化馨苑   ,2室1厅,81.69平米,南,6,2004, 北蔡 ,560,68552
满五年 精装修 高楼层  光线无遮挡 诚意出售房主自荐,毕加索小镇(一期)(公寓)   ,2室1厅,83.45平米,南 北,8,2010, 唐镇 ,535,64111
近地铁双南大两房一厅，一梯两户全明户型。,光辉小区   ,2室1厅,76.77平米,南,6,1996, 梅园 ,750,97695
中环内 近地铁 南北格局通风好 双阳台 商品房 楼层好,都林嘉苑南苑(杨南路1168弄)   ,2室2厅,89.41平米,南,6,2002, 杨思前滩 ,550,61515
此房满五 wei一电梯房大三房，双南通风采光好，视野好,梅园四街坊   ,3室1厅,81.48平米,南,24,1994, 梅园 ,720,88366
小区环境优美，人车分流，品质小区。生活配套齐,金地湾流域（二期569弄）   ,2室2厅,89.18平米,南,14,2009, 三林 ,798,89482
全南2卫，精装高区，不靠高架，使用面积>产证面积,保利林语溪(公寓)   ,2室1厅,89.79平米,南,18,2011, 三林 ,530,59027
房源神户型全朝南看房方便精装修房主自荐,阳光城丽景湾PLUS   ,2室2厅,88.74平米,南,18,2016, 康桥 ,600,67614
南北通双阳台两房  户型方正 看房随时 楼层好,玉兰香苑一期A块   ,2室1厅,87.29平米,南,6,2004, 张江 ,510,58426
好赞好房 刚需选择 地铁便利 全南2房 高品质 低总价房主自荐,大华锦绣华城(十五街区)   ,2室1厅,77.15平米,南 北,18,2013, 北蔡 ,768,99547
花木北蔡板块+龙阳路cbd+13.18双轨，满5v1，少税！,莲鼎苑   ,2室2厅,88.23平米,南,5,2002, 北蔡 ,610,69138
一期少有的方正户型，小房间不算面积，有一个车位。,大华锦绣华城(十五街区)   ,2室1厅,75.26平米,南,18,2013, 北蔡 ,750,99655
内高层中高区，售后公房，三房全明，诚意出售,竹园高层   ,3室1厅,79.23平米,南,26,1992, 源深 ,578,72953
内环内仁恒河滨城边，商品房小区，低总价2房，诚意卖,吉云公寓   ,2室1厅,73.05平米,南,6,1995, 联洋 ,700,95825
张杨南苑 一梯两户 采光无遮挡 位置安静 诚意出售,张杨南苑   ,3室1厅,84.72平米,南 北,6,1998, 洋泾 ,680,80265
业主诚意出售，中间楼层，价格可以沟通,吉云公寓   ,2室1厅,73.05平米,南,6,1995, 联洋 ,678,92814
中间楼层 视野好 税费少 有车位  业主诚意出售,浦发罗兰翡丽   ,2室2厅,80.21平米,南,16,2017, 唐镇 ,668,83282
钥匙总价低一梯两户，南北2南，厅朝南，精装修，地暖房主自荐,浦发罗兰翡丽   ,2室1厅,76.46平米,南,14,2017, 唐镇 ,610,79781
大三房 全明户型 看房有钥匙 业主诚售,陈家门小区   ,3室1厅,77.14平米,南 北,6,1988, 梅园 ,720,93337
房子是二手买入，满五年税费少，装修保养好，拎包入住房主自荐,吉云公寓   ,2室2厅,77.62平米,南,6,1995, 联洋 ,709,91343
杨思前滩精装修+地铁口+金色中环+诚意出售+价格能谈,博学家园   ,2室1厅,78.68平米,南 北,11,2010, 杨思前滩 ,569,72319
前滩旁+满五年V1，税费低，业主诚意卖，有阁楼的诚意,新里城和合苑   ,2室1厅,75.07平米,南 北,6,1999, 杨思前滩 ,510,67937
张江东，近地铁，飞机户型，三开间花园，带装修,保利金爵公寓   ,2室2厅,89.6平米,南,11,2009, 唐镇 ,548,61161
满五年上海一套住房，高区景观位置，小区有固定租车位房主自荐,保利金爵公寓   ,2室2厅,89.87平米,南,13,2009, 唐镇 ,518,57639
